split,sample_idx,state,w_cnn,w_vit,r_cnn,r_vit,cnn_correct,vit_correct,fused_pred,fused_correct
val,278,6,0.17136746400339514,0.8286325359966049,0.0973731279373169,0.9871915578842163,1,1,6,1
val,279,5,0.25444160920493014,0.7455583907950698,0.15232837200164795,0.9839814901351929,1,1,5,1
val,280,7,0.1631145641388955,0.8368854358611045,-0.298664391040802,0.9487172365188599,0,1,7,1
val,281,9,0.5377484892313877,0.46225151076861226,0.8920512199401855,0.8521252870559692,1,1,9,1
val,282,3,0.274233931620196,0.725766068379804,0.26880109310150146,0.9809392690658569,1,1,3,1
val,283,6,0.17162717972654526,0.8283728202734547,0.0442204475402832,0.9781448841094971,1,1,6,1
val,284,6,0.17159019661394384,0.8284098033860562,-0.2364446520805359,0.922888994216919,0,1,6,1
val,285,0,0.263074556860326,0.736925443139674,0.5070886611938477,0.9961636066436768,1,1,0,1
val,286,2,0.23128009817402617,0.7687199018259738,-0.1457800269126892,0.9853192567825317,0,1,2,1
val,287,0,0.2640243563192885,0.7359756436807114,-0.0411992073059082,0.8811367750167847,0,1,0,1
val,288,0,0.2607792980900379,0.7392207019099621,0.5307146310806274,0.9959757328033447,1,1,0,1
val,289,5,0.2458141835010762,0.7541858164989238,-0.19778919219970703,0.9915876388549805,0,1,5,1
val,290,2,0.22060907675966335,0.7793909232403367,0.2156144380569458,0.9800605773925781,1,1,2,1
val,291,8,0.13181949025884426,0.8681805097411557,-0.11592942476272583,0.6926193237304688,0,1,8,1
val,292,5,0.23393801804715064,0.7660619819528494,0.1359727382659912,-0.015961647033691406,1,0,5,1
val,293,0,0.2619540225755649,0.7380459774244351,0.4253396987915039,0.9975689649581909,1,1,0,1
val,294,7,0.15514305577684187,0.8448569442231582,-0.11534488201141357,0.9599545001983643,0,1,7,1
val,295,1,0.25776365981995014,0.7422363401800498,0.43878018856048584,0.9976983070373535,1,1,1,1
val,296,5,0.23542478564453606,0.7645752143554639,0.13958978652954102,0.9293328523635864,1,1,5,1
val,297,0,0.262102718316238,0.737897281683762,0.6958820819854736,0.9966325759887695,1,1,0,1
val,298,5,0.2277934826125883,0.7722065173874118,0.2307138442993164,0.9841670989990234,1,1,5,1
val,299,3,0.26633613424332625,0.7336638657566737,0.30785322189331055,0.9946165084838867,1,1,3,1
val,300,8,0.13333150086561116,0.8666684991343888,-0.2019062638282776,0.9517568349838257,0,1,8,1
val,301,3,0.2589018681758688,0.7410981318241312,0.19535088539123535,0.994916558265686,1,1,3,1
val,302,2,0.2136737642227292,0.7863262357772708,-0.2885253429412842,0.3868231773376465,0,1,2,1
val,303,6,0.1701680687424742,0.8298319312575257,0.01201474666595459,0.1146552562713623,1,1,6,1
val,304,9,0.5371119325769429,0.4628880674230571,0.8296425342559814,0.7972209453582764,1,1,9,1
val,305,4,0.34449789500440314,0.6555021049955969,0.4258277416229248,0.7723147869110107,1,1,4,1
val,306,6,0.1752079901585567,0.8247920098414433,-0.71505007147789,0.7955012321472168,0,1,6,1
val,307,4,0.3399396044825384,0.6600603955174615,0.4738483428955078,0.9416890144348145,1,1,4,1
val,308,6,0.17166248361572134,0.8283375163842787,-0.6238320767879486,0.8564759492874146,0,1,6,1
val,309,0,0.2646327374687093,0.7353672625312907,0.5890530347824097,0.995802640914917,1,1,0,1
val,310,0,0.26613110726759936,0.7338688927324006,0.7297930717468262,0.9964845180511475,1,1,0,1
val,311,5,0.22073580895026873,0.7792641910497313,0.20420217514038086,0.3895803689956665,1,1,5,1
val,312,3,0.2504735022599916,0.7495264977400085,0.4073542356491089,0.961557149887085,1,1,3,1
val,313,4,0.33384413373991445,0.6661558662600855,0.4098926782608032,0.0613865852355957,1,1,4,1
val,314,4,0.33837826771838136,0.6616217322816187,0.49042177200317383,0.3641918897628784,1,1,4,1
val,315,5,0.21903260506269173,0.7809673949373083,-0.23834383487701416,0.9904828071594238,0,1,5,1
val,316,1,0.25186905286742073,0.7481309471325792,0.39950335025787354,-0.12952470779418945,1,0,1,1
val,317,0,0.26874631198430926,0.7312536880156908,0.6993905305862427,0.9962327480316162,1,1,0,1
val,318,1,0.2574453983974509,0.742554601602549,0.48046672344207764,0.8418611288070679,1,1,1,1
val,319,6,0.16855513149335194,0.831444868506648,-0.25976717472076416,0.9549342393875122,0,1,6,1
val,320,7,0.1486669232426325,0.8513330767573675,0.05412578582763672,0.9657416343688965,1,1,7,1
val,321,5,0.2080723351737616,0.7919276648262383,0.3206934928894043,0.9150053262710571,1,1,5,1
val,322,4,0.3400299560112657,0.6599700439887344,0.4416905641555786,-0.46306777000427246,1,0,3,0
val,323,4,0.35644882588652815,0.6435511741134718,0.28670167922973633,0.8956290483474731,1,1,4,1
val,324,0,0.2709991285834315,0.7290008714165686,0.7140072584152222,0.9965180158615112,1,1,0,1
val,325,6,0.16709021933489276,0.8329097806651072,-0.11590707302093506,0.6664446592330933,0,1,6,1
val,326,4,0.35294216016540586,0.6470578398345941,0.05579543113708496,0.992232084274292,1,1,4,1
val,327,7,0.1494383701496365,0.8505616298503635,-0.09142321348190308,0.9756014347076416,1,1,7,1
val,328,6,0.1679688966495839,0.8320311033504161,0.3623620271682739,0.9871176481246948,1,1,6,1
val,329,2,0.20773091602909,0.79226908397091,0.3295491933822632,0.9970805644989014,1,1,2,1
val,330,3,0.2447755187662604,0.7552244812337396,0.06421363353729248,0.996597409248352,1,1,3,1
val,331,8,0.13327767894812761,0.8667223210518724,-0.3223998546600342,0.949892520904541,0,1,8,1
val,332,6,0.16962378315749843,0.8303762168425015,-0.5560763776302338,0.7994294166564941,0,1,6,1
val,333,6,0.167525640354132,0.832474359645868,0.09992563724517822,0.9440263509750366,1,1,6,1
val,334,2,0.20202514862190324,0.7979748513780968,0.19561338424682617,0.9917845726013184,1,1,2,1
val,335,8,0.13273042586081527,0.8672695741391847,-0.3861420750617981,0.56406569480896,0,1,8,1
val,336,7,0.14930501405219587,0.8506949859478041,-0.36414867639541626,0.9695955514907837,0,1,7,1
val,337,6,0.1680316255945622,0.8319683744054378,-0.7425477802753448,0.5588337182998657,0,1,6,1
val,338,5,0.20958103864774985,0.7904189613522501,0.2690775394439697,0.9886962175369263,1,1,5,1
val,339,4,0.3457117668249937,0.6542882331750063,0.3679332733154297,-0.7434461712837219,1,0,3,0
val,340,0,0.2732738731942034,0.7267261268057966,0.5014543533325195,0.9972500801086426,1,1,0,1
val,341,9,0.5364101878445934,0.4635898121554066,0.8815815448760986,0.7844326496124268,1,1,9,1
val,342,3,0.2354559331338955,0.7645440668661045,0.3803708553314209,0.8792002201080322,1,1,3,1
val,343,8,0.13352563433960854,0.8664743656603915,-0.02423226833343506,0.8649492263793945,1,1,8,1
val,344,2,0.20202914697414842,0.7979708530258516,0.19078469276428223,0.9935582876205444,1,1,2,1
val,345,6,0.16634413055411035,0.8336558694458897,0.15659701824188232,0.987567663192749,1,1,6,1
val,346,1,0.2536244271025493,0.7463755728974507,0.35735154151916504,0.9970574378967285,1,1,1,1
val,347,1,0.2533714351165696,0.7466285648834303,0.33757340908050537,0.9977200031280518,1,1,1,1
val,348,8,0.13453099674341043,0.8654690032565896,-0.3810471296310425,0.953815221786499,0,1,8,1
val,349,2,0.2019807639722489,0.7980192360277512,0.09119772911071777,0.9875844717025757,1,1,2,1
val,350,1,0.25293358802406385,0.7470664119759362,0.4418259859085083,0.9975746870040894,1,1,1,1
val,351,5,0.2099729205616126,0.7900270794383875,-0.16655808687210083,0.9834343194961548,0,1,5,1
val,352,0,0.2737429821207837,0.7262570178792163,0.18625366687774658,0.9967318773269653,1,1,0,1
val,353,0,0.27173598499840285,0.7282640150015971,-0.2843371629714966,0.9795938730239868,0,1,0,1
val,354,3,0.23060725061496318,0.7693927493850368,0.32007110118865967,0.9872934818267822,1,1,3,1
val,355,8,0.13374270971020125,0.8662572902897987,-0.20072507858276367,0.8813307285308838,0,1,8,1
val,356,8,0.1339572676030345,0.8660427323969655,-0.33784812688827515,0.940329909324646,0,1,8,1
val,357,0,0.26642531450387114,0.7335746854961289,0.3570120334625244,0.9975839853286743,1,1,0,1
val,358,8,0.13343477285362176,0.8665652271463782,-0.40659773349761963,0.9081128835678101,0,1,8,1
val,359,5,0.20693340573189622,0.7930665942681038,0.27844321727752686,0.9778586626052856,1,1,5,1
val,360,1,0.25351765955829036,0.7464823404417096,0.3102991580963135,0.997766375541687,1,1,1,1
val,361,8,0.13280897847833817,0.8671910215216618,-0.49920105934143066,0.4323403835296631,0,1,8,1
val,362,1,0.2528484114107131,0.7471515885892869,0.41922688484191895,0.9958579540252686,1,1,1,1
val,363,8,0.13355734514736695,0.866442654852633,-0.19735866785049438,0.9547301530838013,0,1,8,1
val,364,4,0.3631123729483455,0.6368876270516546,0.36914288997650146,0.6279079914093018,1,1,4,1
val,365,4,0.363758714128444,0.636241285871556,0.42621898651123047,0.947767972946167,1,1,4,1
val,366,0,0.2659469497063889,0.7340530502936111,0.44184017181396484,0.9970215559005737,1,1,0,1
val,367,3,0.224271133642457,0.775728866357543,-0.021677672863006592,0.9927252531051636,1,1,3,1
val,368,4,0.3613899252475463,0.6386100747524537,0.37222981452941895,-0.39241862297058105,1,0,3,0
val,369,6,0.16691047704668718,0.8330895229533128,-0.4383332133293152,0.8647477626800537,0,1,6,1
val,370,6,0.16532753624195934,0.8346724637580407,0.32432663440704346,0.97214674949646,1,1,6,1
val,371,7,0.14776229599161117,0.8522377040083888,0.09515094757080078,0.9302685260772705,1,1,7,1
val,372,4,0.37341693511347784,0.6265830648865222,0.3512526750564575,-0.7109485566616058,1,0,3,0
val,373,3,0.2149641604045915,0.7850358395954085,0.26483213901519775,0.82114577293396,1,1,3,1
val,374,7,0.14888185208166405,0.851118147918336,-0.214594304561615,0.9682029485702515,0,1,7,1
val,375,6,0.16669365582751,0.8333063441724899,0.00020015239715576172,0.9739915132522583,1,1,6,1
val,376,9,0.5366277469303328,0.46337225306966723,0.9167617559432983,0.9290801286697388,1,1,9,1
val,377,0,0.2660991297429607,0.7339008702570393,0.45865917205810547,0.9969940185546875,1,1,0,1
val,378,9,0.5353929931503977,0.4646070068496023,0.9134068489074707,0.8611671924591064,1,1,9,1
val,379,9,0.5350534179225742,0.4649465820774258,0.939745306968689,0.9029815196990967,1,1,9,1
val,380,7,0.14819612005893193,0.8518038799410681,-0.07442307472229004,0.9719828367233276,1,1,7,1
val,381,9,0.5345403687955415,0.46545963120445855,0.9018367528915405,0.8921283483505249,1,1,9,1
val,382,3,0.2166289209953371,0.7833710790046629,0.40616846084594727,0.9914642572402954,1,1,3,1
val,383,6,0.1665994482905782,0.8334005517094218,-0.01586204767227173,0.9864990711212158,1,1,6,1
val,384,1,0.25321355050447797,0.7467864494955221,0.46527040004730225,0.994047999382019,1,1,1,1
val,385,9,0.5337277834013884,0.4662722165986116,0.9426921606063843,0.9183015823364258,1,1,9,1
val,386,2,0.20122018312612616,0.7987798168738738,0.3071800470352173,0.9981913566589355,1,1,2,1
val,387,5,0.20752929586926344,0.7924707041307366,0.2721385955810547,0.9463289976119995,1,1,5,1
val,388,5,0.2082807050959426,0.7917192949040575,0.19603025913238525,0.9864993095397949,1,1,5,1
val,389,2,0.20202740769242933,0.7979725923075707,0.2208857536315918,0.9781613349914551,1,1,2,1
val,390,7,0.14821333962267152,0.8517866603773285,0.28673768043518066,0.4436103105545044,1,1,7,1
val,391,1,0.2539779035372079,0.7460220964627922,0.46359360218048096,0.991530179977417,1,1,1,1
val,392,5,0.20814908166534146,0.7918509183346585,0.17683899402618408,0.5165945291519165,1,1,5,1
val,393,9,0.5331306917931549,0.46686930820684513,0.8820575475692749,0.8911372423171997,1,1,9,1
val,394,9,0.5321799149330328,0.46782008506696715,0.9575324058532715,0.920533299446106,1,1,9,1
val,395,6,0.1663885412240682,0.8336114587759318,-0.11899763345718384,0.9880408048629761,0,1,6,1
val,396,4,0.388295404858985,0.6117045951410149,0.3930701017379761,-0.2982507348060608,1,0,3,0
val,397,8,0.13351471043824237,0.8664852895617576,-0.7325415313243866,0.5896292924880981,0,1,8,1
val,398,6,0.16575490538951132,0.8342450946104887,0.2347557544708252,0.9003118276596069,1,1,6,1
val,399,6,0.16693435376679616,0.8330656462332038,-0.17105162143707275,0.9879645109176636,0,1,6,1
val,400,2,0.20231191607986088,0.7976880839201391,0.17036879062652588,0.992933988571167,1,1,2,1
val,401,6,0.16610611562702302,0.833893884372977,-0.2050648331642151,0.9762870073318481,0,1,6,1
val,402,1,0.2547099981549855,0.7452900018450145,0.4338092803955078,0.996471643447876,1,1,1,1
val,403,4,0.39858560072274934,0.6014143992772507,0.35513341426849365,0.8792471885681152,1,1,4,1
val,404,0,0.26636269795769,0.7336373020423099,0.16485333442687988,0.9817279577255249,1,1,0,1
val,405,1,0.25511568003883023,0.7448843199611698,0.4619332551956177,0.9866079092025757,1,1,1,1
val,406,5,0.21122373300827502,0.788776266991725,0.198236346244812,0.9021751880645752,1,1,5,1
val,407,0,0.264712317685441,0.735287682314559,0.41125643253326416,0.9971449375152588,1,1,0,1
val,408,3,0.2179538021415554,0.7820461978584445,0.28130388259887695,0.9943640232086182,1,1,3,1
val,409,5,0.211622274756061,0.788377725243939,0.16259562969207764,0.9886795282363892,1,1,5,1
val,410,6,0.1652281083314593,0.8347718916685407,0.2502899169921875,0.7935229539871216,1,1,6,1
val,411,9,0.5317922500393155,0.4682077499606845,0.9386944770812988,0.949739933013916,1,1,9,1
val,412,1,0.2558101687138871,0.7441898312861128,0.3709312677383423,0.9976332187652588,1,1,1,1
val,413,9,0.5308986618501097,0.4691013381498903,0.9394235610961914,0.8494714498519897,1,1,9,1
val,414,3,0.21814445533571475,0.7818555446642852,0.39128565788269043,0.9890307188034058,1,1,3,1
val,415,4,0.3954426893166027,0.6045573106833972,0.4966707229614258,0.8889412879943848,1,1,4,1
val,416,1,0.2556609353144138,0.7443390646855862,0.48246705532073975,0.997738242149353,1,1,1,1
val,417,6,0.16681463801218888,0.8331853619878111,-0.3560951352119446,0.9635751247406006,0,1,6,1
val,418,6,0.16543508243169502,0.834564917568305,-0.31491559743881226,0.6725395917892456,0,1,6,1
val,419,4,0.39382852546286584,0.6061714745371342,0.26924586296081543,0.9781012535095215,1,1,4,1
val,420,6,0.16532811125170427,0.8346718887482958,-0.19577151536941528,0.9554368257522583,0,1,6,1
val,421,0,0.2646748264655469,0.735325173534453,0.2889348268508911,0.9979262351989746,1,1,0,1
val,422,6,0.16463871861308343,0.8353612813869166,0.3528198003768921,0.5049216747283936,1,1,6,1
val,423,3,0.21925425570047385,0.7807457442995261,0.256847620010376,0.9942302703857422,1,1,3,1
val,424,0,0.26383502836920447,0.7361649716307955,0.1586514711380005,0.9972630739212036,1,1,0,1
val,425,2,0.20212194386810473,0.7978780561318952,0.27553415298461914,0.9928120374679565,1,1,2,1
val,426,7,0.1525170385900708,0.8474829614099292,-0.5303071141242981,0.9711943864822388,0,1,7,1
val,427,5,0.21117066259757333,0.7888293374024267,0.20212030410766602,0.9126601219177246,1,1,5,1
val,428,8,0.13290327614236402,0.8670967238576359,-0.2643349766731262,0.9249991178512573,0,1,8,1
val,429,7,0.15026419198806149,0.8497358080119385,0.15018880367279053,0.9255193471908569,1,1,7,1
val,430,9,0.5311245148386569,0.46887548516134314,0.934111475944519,0.9448342323303223,1,1,9,1
val,431,7,0.15147170067494323,0.8485282993250568,-0.17334818840026855,0.9720144271850586,0,1,7,1
val,432,1,0.2563823524647465,0.7436176475352535,0.4393751621246338,0.9944232702255249,1,1,1,1
val,433,5,0.2115067466204621,0.7884932533795379,-0.3000485301017761,0.9737696647644043,0,1,5,1
val,434,8,0.1327551766136963,0.8672448233863037,-0.22680449485778809,0.5655738115310669,0,1,8,1
val,435,7,0.15096024917396006,0.8490397508260399,0.020108938217163086,0.9680545330047607,1,1,7,1
val,436,4,0.3891020658179124,0.6108979341820876,0.4952702522277832,0.7007933855056763,1,1,4,1
val,437,9,0.5302912152526947,0.46970878474730526,0.9361836910247803,0.9004518985748291,1,1,9,1
val,438,6,0.1675123736059404,0.8324876263940596,0.20463430881500244,0.3003298044204712,1,1,6,1
val,439,8,0.13388976258133312,0.8661102374186669,-0.19489705562591553,0.9029562473297119,0,1,8,1
val,440,5,0.20821197611285547,0.7917880238871445,0.15296530723571777,0.9425356388092041,1,1,5,1
val,441,6,0.1705477182719743,0.8294522817280257,-0.029018104076385498,0.9842337369918823,1,1,6,1
val,442,2,0.20266251617892206,0.7973374838210779,0.21465551853179932,0.9960944652557373,1,1,2,1
val,443,1,0.2567692422650697,0.7432307577349303,0.481747031211853,0.9961897134780884,1,1,1,1
val,444,0,0.26220485317840636,0.7377951468215936,0.5642820596694946,0.9968976974487305,1,1,0,1
val,445,7,0.15133862853796304,0.848661371462037,-0.1355012059211731,0.9632635116577148,0,1,7,1
val,446,6,0.170264951348309,0.829735048651691,-0.0023447275161743164,0.9842051267623901,1,1,6,1
val,447,1,0.25743993356895173,0.7425600664310483,0.46647000312805176,0.9948621988296509,1,1,1,1
val,448,5,0.20810640211420317,0.7918935978857968,0.08139252662658691,0.9914002418518066,1,1,5,1
val,449,4,0.38955528573737697,0.610444714262623,0.06880700588226318,0.9945790767669678,1,1,4,1
val,450,4,0.3830904115861916,0.6169095884138084,0.31724226474761963,0.9885257482528687,1,1,4,1
val,451,3,0.21920674432309917,0.7807932556769008,0.33856332302093506,0.9735324382781982,1,1,3,1
val,452,3,0.21994483651999325,0.7800551634800068,-0.014652729034423828,0.9951542615890503,1,1,3,1
val,453,4,0.3793190554470992,0.6206809445529008,0.31747758388519287,0.978354811668396,1,1,4,1
val,454,5,0.207277399875397,0.792722600124603,0.2589752674102783,0.9930917024612427,1,1,5,1
val,455,8,0.13401558387191465,0.8659844161280854,-0.4308288097381592,0.938770055770874,0,1,8,1
val,456,1,0.25798014265554947,0.7420198573444505,0.43352365493774414,0.9976586103439331,1,1,1,1
val,457,9,0.529968627385009,0.47003137261499095,0.8971327543258667,0.8763476610183716,1,1,9,1
val,458,8,0.13329426351094056,0.8667057364890595,-0.0044211745262146,0.9333213567733765,1,1,8,1
val,459,8,0.1339122032244414,0.8660877967755586,-0.02520465850830078,0.9170950651168823,1,1,8,1
val,460,1,0.25824288744808266,0.7417571125519173,0.3741466999053955,0.9954549074172974,1,1,1,1
val,461,2,0.20274729964020854,0.7972527003597915,-0.14321255683898926,0.9892333745956421,0,1,2,1
val,462,4,0.3758227174179568,0.6241772825820432,0.39278292655944824,0.9244123697280884,1,1,4,1
val,463,4,0.37362929782485277,0.6263707021751472,0.2859377861022949,0.9886325597763062,1,1,4,1
val,464,4,0.3700618383724797,0.6299381616275204,0.2722752094268799,0.9903011322021484,1,1,4,1
val,465,6,0.17008473540183242,0.8299152645981676,0.3256678581237793,0.962688684463501,1,1,6,1
val,466,5,0.20752557215293366,0.7924744278470663,0.25717198848724365,0.9747563600540161,1,1,5,1
val,467,7,0.15105407724394587,0.8489459227560541,-0.0798485279083252,0.9736407995223999,1,1,7,1
val,468,3,0.2178609464716464,0.7821390535283537,0.13740921020507812,0.9954484701156616,1,1,3,1
val,469,7,0.15097203195827302,0.849027968041727,0.23246610164642334,0.9357789754867554,1,1,7,1
val,470,6,0.17110674550469795,0.828893254495302,0.028066158294677734,0.9799010753631592,1,1,6,1
val,471,0,0.2631753752646272,0.7368246247353728,0.11649680137634277,0.7772694826126099,1,1,0,1
val,472,3,0.21698860369881923,0.7830113963011808,0.23459875583648682,0.9889479875564575,1,1,3,1
val,473,4,0.3665282218090477,0.6334717781909522,-0.44755834341049194,0.9942679405212402,0,1,4,1
val,474,2,0.20055750585380222,0.7994424941461977,0.20718061923980713,0.9984084367752075,1,1,2,1
val,475,9,0.5295115269389747,0.47048847306102526,0.8893659114837646,0.8054616451263428,1,1,9,1
val,476,5,0.20785862373309805,0.792141376266902,0.25762367248535156,0.9644856452941895,1,1,5,1
val,477,7,0.15232850339160808,0.8476714966083919,-0.42809319496154785,0.9660429954528809,0,1,7,1
val,478,2,0.20062813086216597,0.799371869137834,0.35924410820007324,0.9969698190689087,1,1,2,1
val,479,5,0.2082385033616887,0.7917614966383113,0.18902063369750977,0.9573794603347778,1,1,5,1
val,480,3,0.21688588227479466,0.7831141177252053,0.2115938663482666,0.9958570003509521,1,1,3,1
val,481,2,0.2016371316602984,0.7983628683397016,0.3345726728439331,0.9985792636871338,1,1,2,1
val,482,3,0.2165852041299488,0.7834147958700513,0.4076681137084961,0.9085838794708252,1,1,3,1
val,483,7,0.1508569599416263,0.8491430400583737,-0.3350335955619812,0.9407976865768433,0,1,7,1
val,484,9,0.529689080895855,0.470310919104145,0.8624783754348755,0.755070686340332,1,1,9,1
val,485,2,0.20244455779942688,0.7975554422005731,0.32440507411956787,0.9982701539993286,1,1,2,1
val,486,1,0.25809648073786967,0.7419035192621304,0.4771101474761963,0.159501314163208,1,1,1,1
val,487,8,0.13449609712977106,0.8655039028702289,-0.01769232749938965,-0.4009699821472168,1,0,7,0
val,488,7,0.1499227272161343,0.8500772727838657,0.260333776473999,0.9574964046478271,1,1,7,1
val,489,4,0.35726738698323124,0.6427326130167688,-0.040369510650634766,0.9920191764831543,1,1,4,1
val,490,3,0.2181815927873182,0.7818184072126818,0.18828201293945312,0.9935144186019897,1,1,3,1
val,491,0,0.26271044921013903,0.7372895507898609,-0.09542542695999146,0.9908103942871094,0,1,0,1
val,492,8,0.13906982657611486,0.8609301734238851,-0.04290056228637695,0.25640666484832764,1,1,8,1
val,493,7,0.15122660206389552,0.8487733979361045,0.08460700511932373,0.8272205591201782,1,1,7,1
val,494,9,0.5300831052134782,0.46991689478652177,0.9357421398162842,0.8801150321960449,1,1,9,1
val,495,9,0.5299774146251344,0.47002258537486563,0.9252299070358276,0.9005959033966064,1,1,9,1
val,496,6,0.17103497153154934,0.8289650284684507,-0.08622956275939941,0.9861013889312744,0,1,6,1
val,497,4,0.35170623990419675,0.6482937600958032,0.3609745502471924,0.10614097118377686,1,1,4,1
val,498,4,0.35632996566304737,0.6436700343369526,0.3551675081253052,0.6395577192306519,1,1,4,1
val,499,3,0.21772629831215906,0.7822737016878409,0.39158380031585693,0.9094879627227783,1,1,3,1
val,500,5,0.20826127681959006,0.7917387231804099,0.279199481010437,0.8631672859191895,1,1,5,1
val,501,4,0.35668417640836414,0.6433158235916359,0.4086958169937134,0.7119739055633545,1,1,4,1
val,502,6,0.17056553751929626,0.8294344624807037,-0.02338796854019165,0.9608995914459229,1,1,6,1
val,503,0,0.2597180988927668,0.7402819011072332,-0.13133442401885986,0.9904946088790894,0,1,0,1
val,504,4,0.35688396080898416,0.6431160391910158,0.43684637546539307,0.6631096601486206,1,1,4,1
val,505,6,0.17039889826380716,0.8296011017361928,0.017416834831237793,0.905951738357544,1,1,6,1
val,506,8,0.14153786017751963,0.8584621398224803,-0.695672482252121,0.9551756381988525,0,1,8,1
val,507,5,0.20928781090064824,0.7907121890993518,0.20589697360992432,0.46669554710388184,1,1,5,1
val,508,9,0.5295926469990074,0.47040735300099257,0.9196367263793945,0.8667569160461426,1,1,9,1
val,509,6,0.17054482533294696,0.8294551746670531,0.4044071435928345,0.9796891212463379,1,1,6,1
val,510,1,0.26441374571433274,0.7355862542856673,0.4298452138900757,0.9971704483032227,1,1,1,1
val,511,1,0.26450807184417535,0.7354919281558246,0.1310570240020752,0.9708985090255737,1,1,1,1
val,512,3,0.21912085489079042,0.7808791451092096,0.3065612316131592,0.9889489412307739,1,1,3,1
val,513,4,0.357643349314901,0.6423566506850991,0.4191969633102417,0.9500799179077148,1,1,4,1
val,514,4,0.35617487860968305,0.643825121390317,0.4243314266204834,0.4926736354827881,1,1,4,1
val,515,6,0.1716819182137474,0.8283180817862525,0.029888391494750977,0.9777249097824097,1,1,6,1
val,516,5,0.21202238483827535,0.7879776151617246,0.27733170986175537,0.9889053106307983,1,1,5,1
val,517,0,0.2566562766833414,0.7433437233166587,0.7272109985351562,0.9956910610198975,1,1,0,1
val,518,2,0.20315932690862537,0.7968406730913746,0.34031450748443604,0.9551841020584106,1,1,2,1
val,519,2,0.20418642096032497,0.795813579039675,0.12289941310882568,0.8393064737319946,1,1,2,1
val,520,8,0.13984146597139735,0.8601585340286027,0.1446678638458252,0.9368058443069458,1,1,8,1
val,521,6,0.1716191892374063,0.8283808107625937,0.2630500793457031,0.9879150390625,1,1,6,1
val,522,0,0.25857724085201506,0.7414227591479849,0.23130226135253906,0.9941698312759399,1,1,0,1
val,523,0,0.25765856880622906,0.7423414311937709,0.1359269618988037,0.9967503547668457,1,1,0,1
val,524,2,0.20459429475827023,0.7954057052417298,0.3272203207015991,0.9820905923843384,1,1,2,1
val,525,4,0.3580409257942924,0.6419590742057075,0.42235732078552246,0.9483799934387207,1,1,4,1
val,526,0,0.2562367840620524,0.7437632159379476,0.5890158414840698,0.9971266984939575,1,1,0,1
val,527,8,0.14074969252027578,0.8592503074797242,-0.21363872289657593,0.792862057685852,0,1,8,1
val,528,4,0.3566491914939469,0.6433508085060531,0.40664076805114746,0.5057913064956665,1,1,4,1
val,529,6,0.17224949022555025,0.8277505097744497,0.347148060798645,0.6660287380218506,1,1,6,1
val,530,8,0.14100501044828098,0.858994989551719,-0.5961133241653442,0.7276206016540527,0,1,8,1
val,531,1,0.26278602673305984,0.7372139732669402,0.4748497009277344,0.9932209253311157,1,1,1,1
val,532,2,0.2053287930183143,0.7946712069816857,0.03875768184661865,0.9461181163787842,1,1,2,1
val,533,9,0.529476360046453,0.47052363995354696,0.9606637954711914,0.9035340547561646,1,1,9,1
val,534,5,0.21226972553003354,0.7877302744699665,0.22768938541412354,0.8717224597930908,1,1,5,1
val,535,1,0.26322703257815294,0.7367729674218471,0.4390641450881958,0.9957243204116821,1,1,1,1
val,536,0,0.25730814762729126,0.7426918523727087,0.6354109048843384,0.9971245527267456,1,1,0,1
val,537,3,0.21942964881553678,0.7805703511844633,-0.32139259576797485,0.9774907827377319,0,1,3,1
val,538,9,0.529401969145474,0.470598030854526,0.8587144613265991,0.8512248992919922,1,1,9,1
val,539,8,0.14034327602469598,0.859656723975304,-0.3141785264015198,0.8991003036499023,0,1,8,1
val,540,6,0.17411794843208347,0.8258820515679165,-0.6277593374252319,0.7856602668762207,0,1,6,1
val,541,6,0.1726062246581999,0.8273937753418001,0.33608031272888184,0.9499682188034058,1,1,6,1
val,542,0,0.2585952338587126,0.7414047661412875,0.3917139768600464,0.9685643911361694,1,1,0,1
val,543,8,0.14001651289186856,0.8599834871081314,-0.18217438459396362,0.8817511796951294,0,1,8,1
val,544,9,0.5289026579198144,0.4710973420801856,0.9079060554504395,0.8975261449813843,1,1,9,1
val,545,1,0.26340678608355056,0.7365932139164495,0.33223795890808105,0.9964402914047241,1,1,1,1
val,546,4,0.3582334782877437,0.6417665217122563,0.3592127561569214,0.7566766738891602,1,1,4,1
val,547,3,0.2159838401171636,0.7840161598828363,0.04775440692901611,0.9943243265151978,1,1,3,1
val,548,1,0.26290668462011024,0.7370933153798898,0.47670280933380127,0.9913018941879272,1,1,1,1
val,549,8,0.1401115345836894,0.8598884654163106,-0.4503439664840698,0.9558793306350708,0,1,8,1
val,550,7,0.15231820076674685,0.8476817992332532,0.20202398300170898,0.9782320261001587,1,1,7,1
val,551,7,0.1532494717028604,0.8467505282971396,-0.030915558338165283,0.9754985570907593,1,1,7,1
val,552,3,0.21479090022040093,0.7852090997795991,0.14712882041931152,0.9962258338928223,1,1,3,1
val,553,0,0.25871249815106767,0.7412875018489323,0.4551461935043335,0.9976769685745239,1,1,0,1
val,554,7,0.15330536094374134,0.8466946390562586,-0.15133333206176758,0.9763935804367065,0,1,7,1
val,555,5,0.21286064856729608,0.7871393514327039,-0.3677957057952881,0.8945404291152954,0,1,5,1
